ID,time,t,mood,mood_3dayavg,circumplex.arousal_3dayavg,circumplex.valence_3dayavg,activity_3dayavg,screen_3dayavg,call_3dayavg,sms_3dayavg,appCat.builtin_3dayavg,appCat.communication_3dayavg,appCat.other_3dayavg,appCat.professional_3dayavg,appCat.recreation_3dayavg,appCat.convenience_3dayavg,weekend
AS14.01,2014-04-11,54.0,0.5,0.5319148936170208,0.3333333333333333,0.6285714285714286,0.5518989877289239,0.4787437436018153,0.64,0.0,0.07693698567006244,0.6236184767556618,0.5169366135034755,0.015149042295341544,0.7142244839131208,0.2551701878307046,0.0
AS14.01,2014-04-12,55.0,0.625,0.6170212765957448,0.16666666666666652,0.8285714285714287,0.5725855663445568,0.37025817687905876,0.5866666666666667,0.0,0.20103803507615606,0.37891468777176196,0.3685422119742984,0.041978946102537905,0.45919459206450064,0.3396284991964631,1.0
AS14.01,2014-04-13,56.0,1.0,0.5851063829787231,0.17708333333333331,0.7214285714285715,0.3588661364287279,0.32739126998473606,0.37333333333333335,0.0,0.13407627321693405,0.3955713473274557,0.11728980385824318,0.041978946102537905,0.3646032965368978,0.252312947423918,1.0
AS14.01,2014-04-14,57.0,0.6000000000000001,0.7127659574468082,0.0,0.8071428571428572,0.0705249274148908,0.15449050818264748,0.0,0.0,0.1206485499146322,0.2447627238808824,0.10441835313026925,0.06317386144170378,0.16691435502246804,0.10236956024620619,0.0
AS14.01,2014-04-15,58.0,0.20000000000000018,0.7553191489361701,0.0,0.7214285714285715,0.08784584978746324,0.3313816480300987,0.05333333333333333,0.19999999999999998,0.0,0.37027102242442933,0.1923347741346742,0.06146661455447657,0.6422831081140806,0.4065685960020072,0.0
AS14.01,2014-04-16,59.0,0.6000000000000001,0.5744680851063828,0.1562499999999999,0.7428571428571429,0.16715789887726906,0.37488733220467413,0.48,0.39999999999999997,0.06484386600761874,0.3554933859026769,0.22179734647203952,0.06613487894653204,0.8522643343931506,0.3790692947296876,0.0
AS14.01,2014-04-17,60.0,0.2999999999999998,0.40425531914893664,0.5729166666666666,0.5285714285714285,0.6204326545013169,0.6243060967416698,0.48,0.6,0.08870836918411171,0.518001522823545,0.17163999744636432,0.03663816244400446,1.0,0.4678343094347292,0.0
AS14.01,2014-04-18,61.0,0.3999999999999999,0.2765957446808516,0.7395833333333333,0.5285714285714287,0.5006883771187464,0.5539403162356669,0.5333333333333333,0.39999999999999997,0.06819242768416278,0.7318668598913075,0.0858932279833413,0.004668264392055468,0.5013782223831078,0.0845662965527317,0.0
AS14.01,2014-04-19,62.0,0.8999999999999999,0.36170212765957466,0.5729166666666666,0.5285714285714285,0.5180969517443407,0.5516992593790875,0.16,0.19999999999999998,0.08144986135527396,0.6966982271872932,0.02709764276889222,0.042650033715441675,0.31420473496196066,0.030731710802965134,1.0
AS14.01,2014-04-20,63.0,0.625,0.4893617021276597,0.375,0.7428571428571429,0.4440448186601277,0.5699792151733052,0.21333333333333332,0.0,0.082581300143794,0.5992003821563459,0.018364584076579038,0.07687693362710867,0.2103893568963905,0.1145389350119736,1.0
AS14.01,2014-04-21,64.0,0.7999999999999998,0.6276595744680851,0.40624999999999994,0.8071428571428572,0.5096725860255663,0.4116731898839611,0.21333333333333332,0.39999999999999997,0.09986509633366625,0.3255011817263723,0.0,0.080672963079086,0.26183487160271135,0.14285209523023074,0.0
AS14.01,2014-04-22,65.0,0.7000000000000002,0.7978723404255312,0.5208333333333333,0.8928571428571428,0.5452283039007458,0.1826264753044165,0.26666666666666666,0.39999999999999997,0.17911311977369818,0.19251671854318989,0.00963246422093457,0.049929276313434794,0.09909833964358311,0.1931152297226051,0.0
AS14.01,2014-04-23,66.0,0.7999999999999998,0.7127659574468082,0.6041666666666666,0.8928571428571428,0.511917857995209,0.23473191351654138,0.32,0.39999999999999997,0.2425965730890565,0.5365089533226054,0.039372932212237186,0.0294652201238953,0.2161356692576743,0.18856119266462967,0.0
AS14.01,2014-04-24,67.0,0.7999999999999998,0.7872340425531918,0.6979166666666666,1.0,0.3977513134723717,0.3815796004274233,0.26666666666666666,0.0,0.25431117668782066,0.6936586369629474,0.0470676375489603,0.03212988533886525,0.06584751639331832,0.2385476151153853,0.0
AS14.01,2014-04-25,68.0,0.6000000000000001,0.7872340425531918,0.6666666666666666,1.0,0.1706984977461602,0.8144864805908894,0.21333333333333332,0.0,0.15528655339850356,1.0,0.022548979109006453,0.09536280249050458,0.5437361292903751,0.43237348264932124,0.0
AS14.01,2014-04-26,69.0,0.7999999999999998,0.744680851063829,0.5833333333333333,0.9142857142857141,0.24676233700031125,0.7785246491022582,0.21333333333333332,0.19999999999999998,0.08535950681957849,0.8373504830828551,0.027888143243943578,0.08914155188384136,0.5692459817388317,0.42763920561014795,1.0
AS14.01,2014-04-27,70.0,0.75,0.744680851063829,0.5,0.9142857142857141,0.9542137196698114,0.8009764607666363,0.32,1.0,0.07201281893035355,0.5838939653215749,0.03441775227480125,0.09244008171878605,0.6856633178970988,0.6418595843205508,1.0
AS14.01,2014-04-28,71.0,0.7999999999999998,0.7234042553191493,0.5833333333333333,0.9142857142857141,0.8522537700743896,0.4123616293171836,0.26666666666666666,1.0,0.0632449075106297,0.29457363012825244,0.9964915673690414,0.017300817617356225,0.28207323454402017,0.36116042787542313,0.0
AS14.01,2014-04-29,72.0,0.5,0.8085106382978724,0.4583333333333333,0.9142857142857141,0.4553814615396977,0.33727287131207434,0.26666666666666666,0.7999999999999999,0.08802099644090663,0.19169569446109194,0.9999999999999999,0.1762795045905972,0.36068419335775503,0.3488147831720966,0.0
AS14.01,2014-04-30,73.0,0.8999999999999999,0.6808510638297873,0.44791666666666663,0.9142857142857141,0.0,0.1568213078646144,0.10666666666666666,0.0,0.3097981336196285,0.24217440999752612,0.9916621915452123,0.16652028008870529,0.3472731606938666,0.21616847912392245,0.0
